,building_id,damage_grade
197,738804,2
198,803821,2
199,450829,2
200,490713,1
201,317799,2
202,260213,2
203,563507,2
204,890921,2
205,358475,2
206,877097,2
207,611331,2
208,140112,2
209,489116,2
210,751219,2
211,637592,2
212,363399,2
213,349807,2
214,1010213,2
215,274275,2
216,422044,2
217,635742,2
218,162240,2
219,380659,1
220,39235,2
221,594817,2
222,276267,2
223,622421,2
224,411651,1
225,528011,2
226,851293,2
227,669376,2
228,1753,3
229,638718,2
230,751101,1
231,559460,2
232,76515,2
233,80460,2
234,553776,2
235,312150,2
236,772309,2
237,437345,2
238,487537,2
239,393387,2
240,891125,3
241,1023631,2
242,107261,2
243,126191,2
244,137116,1
245,929006,2
246,222150,2
247,910002,2
248,86044,2
249,176074,2
250,153074,3
251,610702,1
252,856941,2
253,617478,2
254,485928,2
255,922208,2
256,306370,2
257,236678,2
258,419900,2
259,699568,2
260,771219,2
261,991482,2
262,211384,2
263,607193,2
264,911675,2
265,526435,2
266,303475,2
267,592882,2
268,715235,1
269,493169,2
270,981940,2
271,991842,2
272,942957,2
273,547080,2
274,636191,1
275,823756,2
276,151559,2
277,467575,2
278,17506,2
279,356258,2
280,235542,2
281,950690,2
282,715814,2
283,755888,1
284,550420,2
285,447977,2
286,490413,2
287,497546,2
288,975798,2
289,27136,2
290,705001,2
291,827358,2
292,812768,1
293,198545,2
294,69810,2
295,687284,1
296,169271,2
297,560991,2
298,89659,2
299,196494,1
300,978469,2
301,541401,2
302,762181,1
303,887981,2
304,974381,2
305,214827,2
306,14115,2
307,150603,2
308,236827,2
309,826290,2
310,1016586,2
311,417251,2
312,199989,2
313,41040,1
314,329865,2
315,446380,2
316,573543,2
317,79534,2
318,543998,2
319,675804,3
320,631605,2
321,715430,2
322,727165,1
323,453777,2
324,887410,2
325,808062,2
326,1953,1
327,540933,2
328,623996,1
329,352967,2
330,709290,2
331,68067,2
332,968956,2
333,1012455,2
334,774608,2
335,240334,2
336,696228,2
337,559784,2
338,769031,1
339,474176,2
340,507163,2
341,603898,2
342,759753,1
343,645053,2
344,847961,2
345,163437,2
346,205013,2
347,937195,2
348,817641,2
349,343929,1
350,734640,2
351,906212,2
352,1001446,2
353,42716,2
354,419453,2
355,340413,2
356,721995,2
357,652323,2
358,458622,2
359,1005075,2
360,331964,3
361,931599,2
362,180058,2
363,1035486,2
364,922921,2
365,691109,2
366,244922,2
367,124734,2
368,545585,2
369,51735,1
370,668804,2
371,817800,2
372,505387,3
373,927828,2
374,667734,2
375,71864,2
376,275425,1
377,253666,2
378,38136,1
379,1045388,3
380,834056,2
381,830675,2
382,172719,2
383,281148,3
384,940273,2
385,321838,2
386,486381,2
387,653205,2
388,835269,2
389,81648,2
390,172425,1
391,727971,2
392,928472,1
393,895215,1
394,1023647,2
395,997859,2
396,29304,2
397,57153,2
398,528607,2
399,749817,2
400,706544,2
401,760999,2
402,778465,2
403,987945,1
404,177903,2
405,639871,2
406,829665,2
407,823007,2
408,877761,2
409,960378,2
410,994124,2
411,461282,2
412,569582,2
413,474338,2
414,446462,1
415,489129,2
416,66319,2
417,639951,2
418,4119,1
419,359974,2
420,543191,2
421,595402,2
422,1022182,2
423,216000,2
424,938235,2
425,292853,2
426,904254,2
427,694129,2
428,63746,2
429,925788,2
430,1040364,2
431,231970,2
432,667627,2
433,24760,2
434,281116,2
435,628374,2
436,927502,2
437,917261,2
438,925061,2
439,754879,2
440,648017,2
441,1048403,2
442,345848,2
443,206436,2
444,163503,2
445,612314,2
446,319962,1
447,652056,2
448,1014522,1
449,13140,2
450,214595,2
451,766431,2
452,127828,2
453,762655,1
454,79942,2
455,531579,2
456,762192,2
457,517526,2
458,790207,2
459,403017,2
460,325920,2
461,707937,2
462,788206,2
463,139898,2
464,296391,2
465,142435,2
466,133505,2
467,869304,2
468,842457,2
469,202608,1
470,161175,2
471,405360,2
472,86071,2
473,367521,2
474,432450,2
475,673069,2
476,580987,2
477,165889,2
478,482079,1
479,258213,2
480,746545,2
481,807496,2
482,63435,2
483,929945,1
484,454423,2
485,125564,1
486,1039578,2
487,821925,2
488,611670,2
489,848791,3
490,315114,2
491,806337,1
492,885249,2
493,44495,1
494,822683,2
495,65363,2
496,479789,2
497,935930,3
498,1038670,2
499,591363,2
500,897543,3
501,1021192,2
502,432497,1
503,626116,2
504,802777,2
505,458484,2
506,1016345,2
507,414200,2
508,332952,2
509,720464,2
510,674703,1
511,1010825,2
512,321516,2
513,417928,1
514,333110,2
515,182263,2
516,393724,2
517,39202,2
518,908606,2
519,396017,2
520,304135,2
521,164793,2
522,482805,1
523,943235,2
524,748629,2
525,533604,2
526,987726,2
527,183332,2
528,919789,2
529,525426,2
530,492097,1
531,445632,2
532,135396,2
533,89664,2
534,74349,2
535,431439,2
536,86065,1
537,32461,2
538,682601,2
539,842096,2
540,880209,1
541,729985,2
542,376156,2
543,1037740,2
544,870218,2
545,1030997,2
546,483615,2
547,710508,2
548,313014,2
549,454847,1
550,671272,2
551,53161,2
552,506799,1
553,268052,2
554,876028,2
555,760509,1
556,861075,2
557,365895,2
558,1007691,2
559,274188,2
560,309808,2
561,209749,2
562,318976,2
563,918521,2
564,395641,2
565,749278,2
566,267894,2
567,640918,2
568,152525,2
569,343831,2
570,1001165,1
571,924792,2
572,367506,2
573,334478,2
574,339989,1
575,339923,1
576,539661,1
577,933154,2
578,592975,2
579,954433,2
580,277788,2
581,307330,2
582,705397,2
583,583334,2
584,693735,2
585,518430,2
586,978725,2
587,653594,2
588,329473,2
589,207762,2
590,712636,2
591,538475,2
592,880616,2
593,118979,2
594,737798,2
595,366420,2
596,982240,2
597,486292,2
598,126336,2
599,96487,2
600,59634,2
601,664938,2
602,177258,1
603,965004,3
604,126895,2
605,265161,2
606,842959,2
607,173423,1
608,620874,2
609,323367,2
610,532370,2
611,612947,2
612,175841,2
613,275722,2
614,368768,2
615,120903,2
616,572270,2
617,308404,2
618,205929,2
619,840774,1
620,486200,2
621,412846,2
622,632415,2
623,1040817,2
624,628648,2
625,708385,2
626,909863,1
627,233843,2
628,111109,2
629,4292,2
630,800414,2
631,528939,2
632,833874,2
633,755543,2
634,874881,3
635,158145,1
636,589873,2
637,818158,2
638,858851,1
639,424589,2
640,762852,2
641,870345,2
642,634026,1
643,1018649,1
644,520532,2
645,940151,2
646,749772,2
647,898810,2
648,704627,2
649,975015,3
650,356457,2
651,287647,2
652,942541,2
653,594747,2
654,741464,2
655,91322,1
656,318398,2
657,927932,2
658,570044,2
659,443801,2
660,287863,2
661,535407,2
662,1017768,1
663,704824,2
664,740522,2
665,715884,2
666,132334,2
667,563372,1
668,771983,2
669,532594,2
670,423153,1
671,71122,2
672,398223,2
673,366404,1
674,238434,2
675,401221,2
676,349631,2
677,584806,2
678,927035,2
679,680955,2
680,90234,2
681,316892,3
682,1047200,2
683,415823,2
684,720019,1
685,852047,2
686,429279,1
687,787250,2
688,292896,2
689,753758,1
690,520399,2
691,624468,2
692,901271,2
693,230481,2
694,315428,2
695,113116,2
696,571049,2
697,949230,2
698,215504,2
699,896543,2
700,554433,2
701,1038953,2
702,168925,3
703,458736,2
704,806870,2
705,760371,2
706,618714,1
707,318145,2
708,536583,2
709,259130,2
710,500582,2
711,925915,2
712,86077,2
713,273217,2
714,350688,2
715,888691,2
716,146226,2
717,820883,1
718,525863,2
719,317365,2
720,223739,2
721,413605,2
722,524136,2
723,816052,1
724,478700,2
725,392273,2
726,634265,1
727,412986,2
728,668012,2
729,542492,3
730,732332,2
731,594982,2
732,67682,1
733,727629,2
734,37736,1
735,828278,1
736,91944,2
737,39638,2
738,983758,2
739,546088,2
740,103063,2
741,166373,2
742,424619,3
743,734119,2
744,251749,2
745,287239,2
746,1032709,2
747,422001,2
748,617850,2
749,1032294,1
750,943078,2
751,764108,2
752,234124,1
753,752055,2
754,903784,2
755,575256,2
756,300171,1
757,616284,2
758,243056,3
759,211269,2
760,359377,2
761,1012900,2
762,603982,2
763,608052,2
764,313351,2
765,214283,2
766,11017,2
767,833642,2
768,379498,2
769,583312,2
770,427877,2
771,241390,2
772,935643,2
773,894875,1
774,738062,2
775,569988,2
776,897228,2
777,897742,2
778,802442,2
779,378934,2
780,434104,2
781,130131,2
782,917504,2
783,381221,2
784,842945,2
785,19464,2
786,782611,2
787,678886,2
788,181643,2
789,468227,2
790,22122,2
791,673126,1
792,251086,2
793,1011460,2
794,865409,2
795,161348,1
796,944349,2
797,703805,2
798,379057,2
799,1031958,2
800,939133,2
801,699842,2
802,911850,2
803,39094,2
804,1011128,2
805,692163,1
806,618447,2
807,408273,2
808,664557,2
809,685263,2
810,153823,2
811,946135,2
812,973862,2
813,147075,1
814,358849,1
815,657631,2
816,227355,2
817,259404,2
818,676019,2
819,112975,1
820,301498,2
821,697832,3
822,62130,2
823,103664,2
824,267310,1
825,714969,2
826,563223,2
827,318160,2
828,905730,1
829,224906,3
830,951251,2
831,674971,2
832,556501,2
833,190313,2
834,269967,2
835,93171,1
836,814381,2
837,914057,2
838,4331,2
839,314332,2
840,316847,2
841,750027,2
842,102105,2
843,887552,2
844,588392,2
845,1004091,2
846,660054,2
847,704125,2
848,612306,2
849,694889,2
850,412612,2
851,949659,2
852,801510,2
853,169955,2
854,642259,2
855,82044,2
856,877316,1
857,360857,1
858,833784,2
859,421265,2
860,471919,1
861,297701,2
862,869548,2
863,939321,1
864,620062,2
865,783029,2
866,51891,2
867,943158,2
868,853263,2
869,757894,2
870,324907,2
871,301015,1
872,34666,2
873,378699,2
874,104751,2
875,259680,1
876,477024,2
877,825292,2
878,125276,2
879,521704,2
880,458784,2
881,492045,2
882,55288,2
883,461718,2
884,463178,2
885,821733,2
886,640126,3
887,1027551,1
888,109429,2
889,741166,2
890,431261,2
891,336147,2
892,39964,1
893,82447,2
894,1044850,2
895,363165,2
896,477063,2
897,138024,2
898,1008103,2
899,889218,2
900,931531,2
901,2922,1
902,883493,2
903,442767,2
904,951395,2
905,314494,2
906,88036,2
907,705353,2
908,536090,2
909,642505,2
910,116454,2
911,243354,1
912,538164,2
913,818210,2
914,732326,2
915,1006654,2
916,130803,2
917,644770,1
918,605417,1
919,353537,2
920,488394,2
921,594096,2
922,391578,2
923,25760,2
924,369955,2
925,18976,2
926,988973,2
927,725241,2
928,383180,1
929,820491,2
930,868557,2
931,254588,2
932,929901,2
933,1011643,2
934,614702,2
935,781560,2
936,531699,2
937,678120,1
938,9583,2
939,504972,1
940,484828,2
941,370796,2
942,124489,2
943,893653,2
944,104152,2
945,5533,2
946,30085,1
947,802619,2
948,138430,2
949,40504,2
950,456354,2
951,690267,2
952,197692,2
953,770574,1
954,321893,2
955,361256,2
956,756641,2
957,86005,2
958,457486,2
959,50276,2
960,579407,2
961,485678,2
962,543332,2
963,238843,2
964,57574,2
965,948385,2
966,900533,2
967,590421,2
968,502113,2
969,961122,3
970,548568,2
971,37646,2
972,318413,2
973,248449,3
974,820987,2
975,628283,2
976,589164,2
977,265063,2
978,245121,2
979,771015,2
980,717511,3
981,225200,2
982,11451,2
983,1374,2
984,1030810,2
985,950432,1
986,852734,2
987,532154,2
988,116157,2
989,917555,2
990,866869,1
991,712043,2
992,178034,2
993,670046,2
994,782494,2
995,305942,2
996,925513,1
997,356148,1
998,279932,2
999,49257,2
1000,452498,2
1001,445656,2
1002,475079,2
1003,623887,2
1004,291814,1
1005,740676,3
1006,440988,2
1007,578059,2
1008,349622,2
1009,64403,2
1010,587609,2
1011,462019,2
1012,884731,2
1013,61093,2
1014,595448,2
1015,469550,2
1016,498825,2
1017,691069,2
1018,300188,2
1019,456642,2
1020,985913,2
1021,260374,1
1022,479829,2
1023,881296,2
1024,90970,2
1025,340415,2
1026,779807,2
1027,597432,2
1028,912303,1
1029,467447,1
1030,368068,1
1031,207086,2
1032,53665,1
1033,458054,2
1034,364935,2
1035,30690,2
1036,355897,2
1037,954123,3
1038,730526,2
1039,121546,3
1040,87515,1
1041,659412,2
1042,80885,1
1043,451318,1
1044,684580,1
1045,404916,2
1046,426415,2
1047,335986,2
1048,872123,1
1049,502783,2
1050,814431,1
1051,537980,3
1052,541801,2
1053,164926,2
1054,174699,2
1055,432699,1
1056,673198,2
1057,572582,2
1058,636377,1
1059,87215,2
1060,200284,2
1061,139355,2
1062,815643,2
1063,152343,2
1064,509782,2
1065,95131,2
1066,603803,1
1067,742884,2
1068,5131,1
1069,206466,1
1070,509106,2
1071,170483,2
1072,646997,2
1073,854151,2
1074,865174,1
1075,399351,2
1076,315218,2
1077,561266,2
1078,914524,2
1079,845565,1
1080,1049713,2
1081,777483,1
1082,282804,2
1083,781009,2
1084,251417,2
1085,416032,2
1086,404068,1
1087,281507,1
1088,18115,2
1089,981798,3
1090,368464,2
1091,125975,2
1092,901872,2
1093,834186,2
1094,215356,2
1095,706519,2
1096,647632,1
1097,378645,3
1098,83896,2
1099,992557,2
1100,123359,3
1101,201195,2
1102,459457,2
1103,470938,2
1104,509680,2
1105,869612,1
1106,185016,2
1107,106665,2
1108,81728,1
1109,982291,2
1110,862637,2
1111,170836,2
1112,736534,3
1113,343073,2
1114,32973,2
1115,993314,2
1116,219142,2
1117,614937,2
1118,1039817,2
1119,145301,2
1120,729808,2
1121,385399,2
1122,807471,1
1123,942411,2
1124,800609,2
1125,951343,2
1126,310961,2
1127,256931,2
1128,411445,2
1129,541725,2
1130,338618,2
1131,683701,2
1132,696406,3
1133,841711,2
1134,38085,1
1135,108810,2
1136,807038,2
1137,1048790,2
1138,689491,2
1139,278467,1
1140,176110,2
1141,1052818,2
1142,378835,2
1143,73832,2
1144,317184,2
1145,314336,1
1146,962331,2
1147,616593,2
1148,622750,2
1149,478613,2
1150,65879,2
1151,870445,2
1152,496426,2
1153,686071,2
1154,104274,2
1155,50095,2
1156,711641,2
1157,88854,2
1158,759844,2
1159,674817,2
1160,948830,1
1161,265657,2
1162,705412,2
1163,980066,1
1164,629351,2
1165,116790,1
1166,877579,2
1167,781403,2
1168,236423,2
1169,146774,2
1170,716073,2
1171,905669,2
1172,847689,2
1173,986474,2
1174,403223,2
1175,672514,2
1176,535861,1
1177,96757,2
1178,758819,2
1179,367120,2
1180,319374,1
1181,908274,2
1182,995785,2
1183,416047,2
1184,728074,2
1185,389014,2
1186,22159,2
1187,779969,3
1188,848549,1
1189,841982,2
1190,993506,2
1191,647786,2
1192,453916,2
1193,1026030,2
1194,941094,2
1195,231313,2
1196,94633,2
1197,403987,2
1198,204938,2
1199,623940,2
1200,190958,2
1201,920541,2
1202,375277,2
1203,861681,1
1204,229447,2
1205,712068,2
1206,146702,2
1207,462048,2
1208,743166,1
1209,214461,2
1210,884218,2
1211,917637,2
1212,264752,2
1213,459530,2
1214,371072,2
1215,635906,2
1216,791708,2
1217,476346,1
1218,524002,2
1219,189853,2
1220,83387,2
1221,805017,2
1222,360426,2
1223,21372,1
1224,79924,2
1225,555525,2
1226,587601,2
1227,560189,2
1228,258517,2
1229,857200,2
1230,751622,2
1231,811792,2
1232,403064,2
1233,883431,2
1234,186504,1
1235,46643,2
1236,763052,2
1237,17402,2
1238,890177,2
1239,520057,2
1240,813124,2
1241,825547,2
1242,429240,2
1243,978836,3
1244,860940,2
1245,537736,2
1246,778584,2
1247,795670,2
1248,891973,2
1249,329457,2
1250,753523,2
1251,153928,1
1252,948754,2
1253,197055,2
1254,900423,2
1255,402445,2
1256,191347,2
1257,669916,2
1258,460534,2
1259,489883,2
1260,916388,2
1261,954983,2
1262,98375,3
1263,764776,1
1264,702629,2
1265,212531,2
1266,310398,2
1267,154721,2
1268,346534,2
1269,172050,1
1270,405923,2
1271,428442,1
1272,894676,2
1273,295962,2
1274,533977,2
1275,368460,2
1276,936472,2
1277,835645,2
1278,413294,2
1279,939323,2
1280,126349,2
1281,680581,2
1282,499119,2
1283,881381,2
1284,15677,2
1285,51472,2
1286,661107,2
1287,140667,1
1288,230371,3
1289,795162,2
1290,21348,1
1291,400932,2
1292,1047288,2
1293,415304,2
1294,169364,2
1295,178074,1
1296,281231,2
1297,4060,2
1298,188073,2
1299,992564,2
1300,86895,2
1301,838669,2
1302,251159,2
1303,945382,2
1304,167927,2
1305,766390,2
1306,71018,2
1307,415893,2
1308,382779,2
1309,289031,2
1310,264217,2
1311,670913,2
1312,591316,2
1313,624757,2
1314,250674,2
1315,873161,2
1316,962200,1
1317,185545,2
1318,396854,2
1319,123061,2
1320,379523,2
1321,477138,2
1322,613578,2
1323,555909,2
1324,840455,2
1325,36950,2
1326,939011,2
1327,786018,2
1328,302522,2
1329,205157,1
1330,495689,2
1331,567330,2
1332,480366,2
1333,700664,2
1334,848039,1
1335,196348,1
1336,383896,2
1337,364173,2
1338,310285,2
1339,255879,2
1340,23339,2
1341,918573,2
1342,296993,2
1343,973609,2
1344,511876,2
1345,45623,2
1346,561826,2
1347,864934,2
1348,11987,2
1349,149129,2
1350,98410,2
1351,932515,2
1352,421394,2
1353,486836,2
1354,548882,2
1355,679405,2
1356,118935,2
1357,379784,2
1358,943229,2
1359,691862,2
1360,175809,1
1361,1017630,2
1362,131394,2
1363,669939,2
1364,891922,2
1365,514559,2
1366,418829,2
1367,834883,2
1368,7493,2
1369,39443,2
1370,188267,2
1371,792519,2
1372,33497,2
1373,384158,1
1374,549823,2
1375,553971,2
1376,645982,2
1377,833252,2
1378,463392,2
1379,702612,2
1380,421297,2
1381,828235,3
1382,904154,1
1383,181944,2
1384,663903,3
1385,590976,2
1386,606755,2
1387,309290,1
1388,879039,2
1389,319453,2
1390,726870,2
1391,435457,2
1392,270822,1
1393,988469,3
1394,740879,2
1395,521020,2
1396,213793,2
1397,276687,2
1398,818046,2
1399,456935,2
1400,169453,2
1401,1032424,2
1402,838996,1
1403,415969,2
1404,832138,2
1405,300515,2
1406,352028,2
1407,483993,2
1408,136231,2
1409,583178,2
1410,238706,2
1411,190064,1
1412,789660,2
1413,93752,2
1414,849862,2
1415,488452,2
1416,316025,2
1417,179036,2
1418,649036,2
1419,122755,2
1420,84887,2
1421,238742,2
1422,609441,1
1423,753985,2
1424,940750,2
1425,199646,3
1426,694027,2
1427,560090,2
1428,630363,2
1429,503468,2
1430,483073,2
1431,472189,2
1432,112013,2
1433,751566,1
1434,989842,3
1435,557415,2
1436,869866,2
1437,288584,2
1438,1000239,1
1439,885328,2
1440,127626,2
1441,160262,1
1442,375487,2
1443,749089,2
1444,743196,2
1445,762422,2
1446,902995,2
1447,742896,2
1448,809318,1
1449,555248,2
1450,590206,2
1451,57455,3
1452,1015819,2
1453,222747,2
1454,402519,2
1455,19999,2
1456,939824,1
1457,338453,2
1458,227386,1
1459,995994,2
1460,895001,2
1461,581433,1
1462,518082,2
1463,10087,2
1464,474509,2
1465,543482,1
1466,156610,2
1467,383203,2
1468,157896,2
1469,397412,1
1470,640732,2
1471,31360,1
1472,877202,2
1473,460248,2
1474,791260,2
1475,836303,2
1476,1013859,2
1477,281024,2
1478,512657,1
1479,888481,2
1480,792049,2
1481,707,2
1482,562559,2
1483,614067,2
1484,344796,2
1485,51990,2
1486,39433,1
1487,714259,2
1488,906003,1
1489,833401,2
1490,350994,2
1491,270586,2
1492,489731,2
1493,436102,2
1494,907909,2
1495,851285,2
1496,467106,2
1497,1029978,2
1498,151245,2
1499,5094,2
1500,227819,2
1501,806189,2
1502,544796,2
1503,768619,1
1504,602353,2
1505,580598,2
1506,83535,2
1507,263515,2
1508,558060,1
1509,654739,2
1510,736020,2
1511,231719,2
1512,433368,1
1513,686464,2
1514,159064,2
1515,105688,2
1516,1031235,2
1517,693774,2
1518,416512,2
1519,758723,2
1520,213966,2
1521,289978,2
1522,121750,2
1523,168371,2
1524,433929,2
1525,983866,2
1526,89878,2
1527,136835,2
1528,558314,2
1529,984346,2
1530,363936,1
1531,102237,2
1532,973668,2
1533,388851,2
1534,398415,2
1535,531252,2
1536,796,2
1537,763046,2
1538,1005924,2
1539,2406,1
1540,228238,2
1541,297740,2
1542,284657,1
1543,877332,2
1544,529767,2
1545,527886,3
1546,942105,2
1547,612426,2
1548,408854,2
1549,164821,2
1550,810940,2
1551,110310,1
1552,212248,2
1553,693821,2
1554,417066,2
1555,313317,2
1556,877464,3
1557,790350,1
1558,963249,2
1559,156288,2
1560,159558,2
1561,121691,2
1562,398976,2
1563,313329,2
1564,244735,2
1565,461314,2
1566,708984,2
1567,703484,2
1568,415298,2
1569,18864,2
1570,831455,1
1571,624550,1
1572,1032305,2
1573,372510,2
1574,733736,2
1575,895224,2
1576,551208,2
1577,810930,2
1578,102973,1
1579,107905,2
1580,427853,2
1581,383689,3
1582,640297,2
1583,83031,2
1584,395653,2
1585,230507,2
1586,347204,2
1587,1015591,2
1588,602955,2
1589,645802,2
1590,654922,1
1591,1020409,2
1592,242526,1
1593,429856,1
1594,264338,2
1595,446376,1
1596,385120,2
1597,349858,2
1598,980362,2
1599,277366,2
1600,881087,2
1601,476608,1
1602,476096,2
1603,199294,2
1604,697327,2
1605,340752,1
1606,540676,2
1607,146802,3
1608,149414,1
1609,795371,2
1610,819555,2
1611,315042,1
1612,673388,2
1613,820155,2
1614,1001779,2
1615,163347,2
1616,951993,2
1617,406816,2
1618,924654,2
1619,793420,1
1620,795567,2
1621,138176,2
1622,882961,2
1623,556734,2
1624,279760,2
1625,936844,2
1626,604038,1
1627,589520,2
1628,846384,2
1629,942326,2
1630,198960,2
1631,57377,2
1632,582287,2
1633,122553,2
1634,110280,1
1635,248550,1
1636,82649,2
1637,924718,2
1638,278597,2
1639,931830,2
1640,537739,2
1641,376497,2
1642,156787,2
1643,987218,2
1644,227339,1
1645,701871,2
1646,72083,2
1647,80615,2
1648,809005,2
1649,13872,2
1650,377523,2
1651,428761,2
1652,281564,2
1653,41749,2
1654,997896,2
1655,995259,2
1656,131889,1
1657,846133,2
1658,110971,1
1659,841050,2
1660,905814,2
1661,838915,2
1662,507260,2
1663,379517,1
1664,852861,2
1665,848422,2
1666,1049426,2
1667,833917,2
1668,467895,2
1669,150791,1
1670,146946,2
1671,61721,2
1672,162656,2
1673,501173,2
1674,183711,1
1675,444878,2
1676,322117,2
1677,970807,2
1678,697610,2
1679,869791,2
1680,667150,2
1681,634417,2
1682,454992,1
1683,833499,2
1684,206449,2
1685,103437,2
1686,862620,2
1687,819801,2
1688,502820,2
1689,230035,2
1690,456852,2
1691,364425,2
1692,247996,1
1693,324271,2
1694,447731,1
1695,988021,2
1696,715801,2
1697,471066,2
1698,313,1
1699,1042879,2
1700,545936,2
1701,271819,2
1702,373928,2
1703,344087,2
1704,532507,2
1705,93257,2
1706,929211,1
1707,85328,2
1708,235813,1
1709,1016972,2
1710,199696,2
1711,1802,2
1712,677374,2
1713,165326,2
1714,707205,2
1715,68853,1
1716,786678,2
1717,1026695,3
1718,700035,2
1719,83648,1
1720,375861,1
1721,697950,1
1722,671009,2
1723,813724,2
1724,387109,2
1725,207568,1
1726,640061,2
1727,204084,2
1728,81560,2
1729,433322,2
1730,765326,2
1731,732412,2
1732,381818,2
1733,63618,2
1734,46655,2
1735,710358,2
1736,967485,2
1737,747013,2
1738,560844,2
1739,795713,2
1740,68835,3
1741,378255,2
1742,126981,2
1743,442672,2
1744,676863,2
1745,851494,2
1746,401326,2
1747,590758,2
1748,44909,2
1749,237747,1
1750,856401,2
1751,522005,2
1752,1035423,2
1753,432188,2
1754,1039527,2
1755,467734,2
1756,44286,2
1757,139215,2
1758,612373,2
1759,593254,2
1760,332216,2
1761,927631,1
1762,612651,1
1763,412191,2
1764,232483,2
1765,619227,2
1766,807310,2
1767,66500,2
1768,68419,3
1769,771864,2
1770,964198,2
1771,880171,2
1772,66333,2
1773,365774,2
1774,665443,2
1775,735633,2
1776,265814,3
1777,658328,2
1778,63909,1
1779,811707,2
1780,152440,2
1781,1016341,2
1782,618363,1
1783,650308,1
1784,457271,2
1785,1032941,2
1786,227805,2
1787,479016,2
1788,866410,2
1789,531451,2
1790,292337,2
1791,1005484,2
1792,73991,1
1793,366821,2
1794,908732,2
1795,667333,2
1796,215197,2
1797,894897,1
1798,459277,1
1799,138365,2
1800,1042378,2
1801,390170,1
1802,986842,2
1803,497152,2
1804,588246,2
1805,313754,2
1806,658879,2
1807,270141,3
1808,135167,2
1809,801080,2
1810,390241,2
1811,679307,1
1812,549638,2
1813,653482,2
1814,466081,2
1815,441274,2
1816,593654,2
1817,171896,3
1818,643490,2
1819,879821,1
1820,460259,1
1821,859363,2
1822,530025,2
1823,770784,2
1824,430211,2
1825,90669,2
1826,565982,2
1827,375806,2
1828,304069,2
1829,136127,2
1830,673173,2
1831,701635,2
1832,479984,2
1833,180076,1
1834,922568,1
1835,454935,2
1836,68771,2
1837,946528,2
1838,122092,2
1839,862555,2
1840,77489,2
1841,893243,2
1842,323623,2
1843,133712,2
1844,775022,2
1845,558615,2
1846,549207,3
1847,976399,2
1848,417058,2
1849,512105,2
1850,41100,2
1851,524035,2
1852,138158,2
1853,637551,2
1854,249895,2
1855,397469,2
1856,574600,2
1857,25146,2
1858,792901,2
1859,73187,2
1860,92057,1
1861,722497,1
1862,446675,2
